Table_Number,Table_name,Table_sub_name,Breakdown,Section,Units,Value,Time_Period
Table 12,Selected business activities,By business type,Maori authorities,Tourism sales,Percent,27,2018
Table 12,Selected business activities,By business type,Maori authorities,Tourism sales,Percent,27,2019
Table 12,Selected business activities,By business type,Maori authorities,Tourism sales,Percent,29,2020
Table 12,Selected business activities,By business type,Maori authorities,Tourism sales,Percent,17,2021
Table 12,Selected business activities,By business type,Maori authorities,Investment in expansion,Percent,55,2017
Table 12,Selected business activities,By business type,Maori authorities,Investment in expansion,Percent,45,2018
Table 12,Selected business activities,By business type,Maori authorities,Investment in expansion,Percent,45,2019
Table 12,Selected business activities,By business type,Maori authorities,Investment in expansion,Percent,43,2020
Table 12,Selected business activities,By business type,Maori authorities,Investment in expansion,Percent,28,2021
Table 12,Selected business activities,By business type,Maori authorities,Research and development,Percent,18,2017
Table 12,Selected business activities,By business type,Maori authorities,Research and development,Percent,27,2018
Table 12,Selected business activities,By business type,Maori authorities,Research and development,Percent,18,2019
Table 12,Selected business activities,By business type,Maori authorities,Research and development,Percent,14,2020
Table 12,Selected business activities,By business type,Maori authorities,Research and development,Percent,9,2021
Table 12,Selected business activities,By business type,All New Zealand businesses,Export sales,Percent,24,2017
Table 12,Selected business activities,By business type,All New Zealand businesses,Export sales,Percent,24,2018
Table 12,Selected business activities,By business type,All New Zealand businesses,Export sales,Percent,26,2019
Table 12,Selected business activities,By business type,All New Zealand businesses,Export sales,Percent,24,2020
Table 12,Selected business activities,By business type,All New Zealand businesses,Export sales,Percent,21,2021
Table 12,Selected business activities,By business type,All New Zealand businesses,Tourism sales,Percent,23,2017
Table 12,Selected business activities,By business type,All New Zealand businesses,Tourism sales,Percent,24,2018
Table 12,Selected business activities,By business type,All New Zealand businesses,Tourism sales,Percent,23,2019
Table 12,Selected business activities,By business type,All New Zealand businesses,Tourism sales,Percent,27,2020
Table 12,Selected business activities,By business type,All New Zealand businesses,Tourism sales,Percent,20,2021
Table 12,Selected business activities,By business type,All New Zealand businesses,Investment in expansion,Percent,33,2017
Table 12,Selected business activities,By business type,All New Zealand businesses,Investment in expansion,Percent,32,2018
Table 12,Selected business activities,By business type,All New Zealand businesses,Investment in expansion,Percent,32,2019
Table 12,Selected business activities,By business type,All New Zealand businesses,Investment in expansion,Percent,31,2020
Table 12,Selected business activities,By business type,All New Zealand businesses,Investment in expansion,Percent,30,2021
Table 12,Selected business activities,By business type,All New Zealand businesses,Research and development,Percent,11,2017
Table 12,Selected business activities,By business type,All New Zealand businesses,Research and development,Percent,7,2018
Table 12,Selected business activities,By business type,All New Zealand businesses,Research and development,Percent,11,2019
Table 12,Selected business activities,By business type,All New Zealand businesses,Research and development,Percent,8,2020
Table 12,Selected business activities,By business type,All New Zealand businesses,Research and development,Percent,10,2021
Table 13,Businesses that innovated,By business type,Goods,Maori authorities,Percent,13,2021
Table 13,Businesses that innovated,By business type,Operational,Maori authorities,Percent,20,2021
Table 13,Businesses that innovated,By business type,Organisational,Maori authorities,Percent,30,2021
Table 13,Businesses that innovated,By business type,Marketing,Maori authorities,Percent,11,2021
Table 13,Businesses that innovated,By business type,Total innovation rate,Maori authorities,Percent,43,2021
Table 13,Businesses that innovated,By business type,Goods,All New Zealand businesses,Percent,18,2021
Table 13,Businesses that innovated,By business type,Operational,All New Zealand businesses,Percent,21,2021
Table 13,Businesses that innovated,By business type,Organisational,All New Zealand businesses,Percent,22,2021
Table 13,Businesses that innovated,By business type,Marketing,All New Zealand businesses,Percent,21,2021
Table 13,Businesses that innovated,By business type,Total innovation rate,All New Zealand businesses,Percent,46,2021
Table 14,Businesses with product development and related activities expenditure,By business type,Research and development,Maori authorities,Percent,11,2021
Table 14,Businesses with product development and related activities expenditure,By business type,Design,Maori authorities,Percent,7,2021
Table 14,Businesses with product development and related activities expenditure,By business type,Marketing,Maori authorities,Percent,9,2021
Table 14,Businesses with product development and related activities expenditure,By business type,Other,Maori authorities,Percent,11,2021
Table 14,Businesses with product development and related activities expenditure,By business type,Total product development and related activities,Maori authorities,Percent,22,2021
Table 14,Businesses with product development and related activities expenditure,By business type,Research and development,All New Zealand businesses,Percent,10,2021
Table 14,Businesses with product development and related activities expenditure,By business type,Design,All New Zealand businesses,Percent,14,2021
Table 14,Businesses with product development and related activities expenditure,By business type,Marketing,All New Zealand businesses,Percent,13,2021
Table 14,Businesses with product development and related activities expenditure,By business type,Other,All New Zealand businesses,Percent,11,2021
Table 14,Businesses with product development and related activities expenditure,By business type,Total product development and related activities,All New Zealand businesses,Percent,27,2021
Table 15,Barriers to innovation,Maori authorities,Cost to develop or introduce,Barrier affected innovation to high degree,Percent,17,2021
Table 15,Barriers to innovation,Maori authorities,Lack of information,Barrier affected innovation to high degree,Percent,5,2021
Table 15,Barriers to innovation,Maori authorities,Lack of marketing expertise,Barrier affected innovation to high degree,Percent,3,2021
Table 15,Barriers to innovation,Maori authorities,Lack of cooperation with other businesses,Barrier affected innovation to high degree,Percent,3,2021
Table 15,Barriers to innovation,Maori authorities,Access to intellectual property rights,Barrier affected innovation to high degree,Percent,1,2021
Table 15,Barriers to innovation,Maori authorities,Lack of appropriate personnel,Barrier affected innovation to high degree,Percent,11,2021
Table 15,Barriers to innovation,Maori authorities,Lack of management resources,Barrier affected innovation to high degree,Percent,15,2021
Table 15,Barriers to innovation,Maori authorities,Government regulation,Barrier affected innovation to high degree,Percent,6,2021
Table 15,Barriers to innovation,Maori authorities,Cost to develop or introduce,Barrier affected innovation to medium degree,Percent,17,2021
Table 15,Barriers to innovation,Maori authorities,Lack of information,Barrier affected innovation to medium degree,Percent,17,2021
Table 15,Barriers to innovation,Maori authorities,Lack of marketing expertise,Barrier affected innovation to medium degree,Percent,12,2021
Table 15,Barriers to innovation,Maori authorities,Lack of cooperation with other businesses,Barrier affected innovation to medium degree,Percent,9,2021
Table 15,Barriers to innovation,Maori authorities,Access to intellectual property rights,Barrier affected innovation to medium degree,Percent,3,2021
Table 15,Barriers to innovation,Maori authorities,Lack of appropriate personnel,Barrier affected innovation to medium degree,Percent,19,2021
Table 15,Barriers to innovation,Maori authorities,Lack of management resources,Barrier affected innovation to medium degree,Percent,22,2021
Table 15,Barriers to innovation,Maori authorities,Government regulation,Barrier affected innovation to medium degree,Percent,11,2021
Table 15,Barriers to innovation,Maori authorities,Cost to develop or introduce,Barrier affected innovation to low degree,Percent,21,2021
Table 15,Barriers to innovation,Maori authorities,Lack of information,Barrier affected innovation to low degree,Percent,22,2021
Table 15,Barriers to innovation,Maori authorities,Lack of marketing expertise,Barrier affected innovation to low degree,Percent,23,2021
Table 15,Barriers to innovation,Maori authorities,Lack of cooperation with other businesses,Barrier affected innovation to low degree,Percent,19,2021
Table 15,Barriers to innovation,Maori authorities,Access to intellectual property rights,Barrier affected innovation to low degree,Percent,19,2021
Table 15,Barriers to innovation,Maori authorities,Lack of appropriate personnel,Barrier affected innovation to low degree,Percent,22,2021
Table 15,Barriers to innovation,Maori authorities,Lack of management resources,Barrier affected innovation to low degree,Percent,21,2021
Table 15,Barriers to innovation,Maori authorities,Government regulation,Barrier affected innovation to low degree,Percent,25,2021
Table 15,Barriers to innovation,Maori authorities,Cost to develop or introduce,Barrier did not hamper affected innovation,Percent,46,2021
Table 15,Barriers to innovation,Maori authorities,Lack of information,Barrier did not hamper affected innovation,Percent,56,2021
Table 15,Barriers to innovation,Maori authorities,Lack of marketing expertise,Barrier did not hamper affected innovation,Percent,62,2021
Table 15,Barriers to innovation,Maori authorities,Lack of cooperation with other businesses,Barrier did not hamper affected innovation,Percent,69,2021
Table 15,Barriers to innovation,Maori authorities,Access to intellectual property rights,Barrier did not hamper affected innovation,Percent,77,2021
Table 15,Barriers to innovation,Maori authorities,Lack of appropriate personnel,Barrier did not hamper affected innovation,Percent,48,2021
Table 15,Barriers to innovation,Maori authorities,Lack of management resources,Barrier did not hamper affected innovation,Percent,42,2021
Table 15,Barriers to innovation,Maori authorities,Government regulation,Barrier did not hamper affected innovation,Percent,58,2021
Table 15,Barriers to innovation,All New Zealand businesses,Cost to develop or introduce,Barrier affected innovation to high degree,Percent,20,2021
