Period,Inst_sector,Inst_sector_code,Descriptor,SNA08TRANS,Asset_liability_code,Values
2015.03,Rest of the world,611,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,0
2015.03,Rest of the world,611,Closing balance net worth,LE00000,B900000,150372
2015.03,Rest of the world,611,Closing balance total liabilities and net worth,LE00000,L000000,368160
2015.03,Total economy (excl rest of the world),800,Closing balance total assets,LE00000,A000000,4082525
2015.03,Total economy (excl rest of the world),800,Financial assets Closing balance Total financial assets,LE00000,AFA0000,2449301
2015.03,Total economy (excl rest of the world),800,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,1414
2015.03,Total economy (excl rest of the world),800,Financial assets Closing balance currency and deposits,LE00000,AFA0200,279515
2015.03,Total economy (excl rest of the world),800,Financial assets Closing balance debt securities,LE00000,AFA0300,203409
2015.03,Total economy (excl rest of the world),800,Financial assets Closing balance loans,LE00000,AFA0400,551448
2015.03,Total economy (excl rest of the world),800,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,1129043
2015.03,Total economy (excl rest of the world),800,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,C
2015.03,Total economy (excl rest of the world),800,Financial assets Closing balance financial derivatives,LE00000,AFA0700,32198
2015.03,Total economy (excl rest of the world),800,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,C
2015.03,Total economy (excl rest of the world),800,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,2599673
2015.03,Total economy (excl rest of the world),800,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,1574
2015.03,Total economy (excl rest of the world),800,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,294801
2015.03,Total economy (excl rest of the world),800,Financial liabilities Closing balance debt securities,LE00000,AFL0300,294205
2015.03,Total economy (excl rest of the world),800,Financial liabilities Closing balance loans,LE00000,AFL0400,591562
2015.03,Total economy (excl rest of the world),800,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,1137531
2015.03,Total economy (excl rest of the world),800,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,98439
2015.03,Total economy (excl rest of the world),800,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,35761
2015.03,Total economy (excl rest of the world),800,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,145799
2015.03,Total economy (excl rest of the world),800,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,1633224
2015.03,Total economy (excl rest of the world),800,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,771634
2015.03,Total economy (excl rest of the world),800,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,861590
2015.03,Total economy (excl rest of the world),800,Closing balance net worth,LE00000,B900000,1482852
2015.03,Total economy (excl rest of the world),800,Closing balance total liabilities and net worth,LE00000,L000000,4082525
2015.03,Total all sectors,900,Closing balance total assets,LE00000,A000000,4450685
2015.03,Total all sectors,900,Financial assets Closing balance Total financial assets,LE00000,AFA0000,2817461
2015.03,Total all sectors,900,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,2988
2015.03,Total all sectors,900,Financial assets Closing balance currency and deposits,LE00000,AFA0200,309351
2015.03,Total all sectors,900,Financial assets Closing balance debt securities,LE00000,AFA0300,351047
2015.03,Total all sectors,900,Financial assets Closing balance loans,LE00000,AFA0400,611373
2015.03,Total all sectors,900,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,1223405
2015.03,Total all sectors,900,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,105059
2015.03,Total all sectors,900,Financial assets Closing balance financial derivatives,LE00000,AFA0700,57132
2015.03,Total all sectors,900,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,157106
2015.03,Total all sectors,900,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,2817461
2015.03,Total all sectors,900,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,2988
2015.03,Total all sectors,900,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,309351
2015.03,Total all sectors,900,Financial liabilities Closing balance debt securities,LE00000,AFL0300,351047
2015.03,Total all sectors,900,Financial liabilities Closing balance loans,LE00000,AFL0400,611373
2015.03,Total all sectors,900,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,1223405
2015.03,Total all sectors,900,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,105059
2015.03,Total all sectors,900,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,57132
2015.03,Total all sectors,900,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,157106
2015.03,Total all sectors,900,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,1633224
2015.03,Total all sectors,900,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,771634
2015.03,Total all sectors,900,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,861590
2015.03,Total all sectors,900,Closing balance net worth,LE00000,B900000,1633224
2015.03,Total all sectors,900,Closing balance total liabilities and net worth,LE00000,L000000,4450685
2016.03,Non-corporate business enterprises,121,Closing balance total assets,LE00000,A000000,465374
2016.03,Non-corporate business enterprises,121,Financial assets Closing balance Total financial assets,LE00000,AFA0000,128731
2016.03,Non-corporate business enterprises,121,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2016.03,Non-corporate business enterprises,121,Financial assets Closing balance currency and deposits,LE00000,AFA0200,19627
2016.03,Non-corporate business enterprises,121,Financial assets Closing balance debt securities,LE00000,AFA0300,5056
2016.03,Non-corporate business enterprises,121,Financial assets Closing balance loans,LE00000,AFA0400,33486
2016.03,Non-corporate business enterprises,121,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,66075
2016.03,Non-corporate business enterprises,121,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,1513
2016.03,Non-corporate business enterprises,121,Financial assets Closing balance financial derivatives,LE00000,AFA0700,57
2016.03,Non-corporate business enterprises,121,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,2917
2016.03,Non-corporate business enterprises,121,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,465374
2016.03,Non-corporate business enterprises,121,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2016.03,Non-corporate business enterprises,121,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2016.03,Non-corporate business enterprises,121,Financial liabilities Closing balance debt securities,LE00000,AFL0300,4636
2016.03,Non-corporate business enterprises,121,Financial liabilities Closing balance loans,LE00000,AFL0400,91814
2016.03,Non-corporate business enterprises,121,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,365832
2016.03,Non-corporate business enterprises,121,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,0
2016.03,Non-corporate business enterprises,121,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,35
2016.03,Non-corporate business enterprises,121,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,3056
2016.03,Non-corporate business enterprises,121,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,336643
2016.03,Non-corporate business enterprises,121,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,125156
2016.03,Non-corporate business enterprises,121,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,211487
2016.03,Non-corporate business enterprises,121,Closing balance net worth,LE00000,B900000,0
2016.03,Non-corporate business enterprises,121,Closing balance total liabilities and net worth,LE00000,L000000,465374
2016.03,Corporate business enterprises,141,Closing balance total assets,LE00000,A000000,786441
2016.03,Corporate business enterprises,141,Financial assets Closing balance Total financial assets,LE00000,AFA0000,300348
2016.03,Corporate business enterprises,141,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2016.03,Corporate business enterprises,141,Financial assets Closing balance currency and deposits,LE00000,AFA0200,36531
2016.03,Corporate business enterprises,141,Financial assets Closing balance debt securities,LE00000,AFA0300,5790
2016.03,Corporate business enterprises,141,Financial assets Closing balance loans,LE00000,AFA0400,60353
2016.03,Corporate business enterprises,141,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,110455
2016.03,Corporate business enterprises,141,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,4542
2016.03,Corporate business enterprises,141,Financial assets Closing balance financial derivatives,LE00000,AFA0700,3648
2016.03,Corporate business enterprises,141,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,79029
2016.03,Corporate business enterprises,141,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,801218
2016.03,Corporate business enterprises,141,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2016.03,Corporate business enterprises,141,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2016.03,Corporate business enterprises,141,Financial liabilities Closing balance debt securities,LE00000,AFL0300,31518
2016.03,Corporate business enterprises,141,Financial liabilities Closing balance loans,LE00000,AFL0400,243767
2016.03,Corporate business enterprises,141,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,438699
2016.03,Corporate business enterprises,141,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,0
2016.03,Corporate business enterprises,141,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,4129
2016.03,Corporate business enterprises,141,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,83106
2016.03,Corporate business enterprises,141,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,486093
2016.03,Corporate business enterprises,141,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,301095
2016.03,Corporate business enterprises,141,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,184998
2016.03,Corporate business enterprises,141,Closing balance net worth,LE00000,B900000,-14777
2016.03,Corporate business enterprises,141,Closing balance total liabilities and net worth,LE00000,L000000,786441
2016.03,Central bank,211,Closing balance total assets,LE00000,A000000,25316
2016.03,Central bank,211,Financial assets Closing balance Total financial assets,LE00000,AFA0000,25247
2016.03,Central bank,211,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2016.03,Central bank,211,Financial assets Closing balance currency and deposits,LE00000,AFA0200,7433
2016.03,Central bank,211,Financial assets Closing balance debt securities,LE00000,AFA0300,13794
2016.03,Central bank,211,Financial assets Closing balance loans,LE00000,AFA0400,3126
2016.03,Central bank,211,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,152
2016.03,Central bank,211,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,0
2016.03,Central bank,211,Financial assets Closing balance financial derivatives,LE00000,AFA0700,628
2016.03,Central bank,211,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,114
2016.03,Central bank,211,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,25316
2016.03,Central bank,211,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2016.03,Central bank,211,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,16272
2016.03,Central bank,211,Financial liabilities Closing balance debt securities,LE00000,AFL0300,2459
2016.03,Central bank,211,Financial liabilities Closing balance loans,LE00000,AFL0400,2597
2016.03,Central bank,211,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,2974
2016.03,Central bank,211,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,0
2016.03,Central bank,211,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,897
2016.03,Central bank,211,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,117
2016.03,Central bank,211,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,69
2016.03,Central bank,211,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,52
2016.03,Central bank,211,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,17
2016.03,Central bank,211,Closing balance net worth,LE00000,B900000,0
2016.03,Central bank,211,Closing balance total liabilities and net worth,LE00000,L000000,25316
2016.03,Registered banks,221,Closing balance total assets,LE00000,A000000,501070
2016.03,Registered banks,221,Financial assets Closing balance Total financial assets,LE00000,AFA0000,493331
2016.03,Registered banks,221,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2016.03,Registered banks,221,Financial assets Closing balance currency and deposits,LE00000,AFA0200,14693
2016.03,Registered banks,221,Financial assets Closing balance debt securities,LE00000,AFA0300,42790
2016.03,Registered banks,221,Financial assets Closing balance loans,LE00000,AFA0400,392378
2016.03,Registered banks,221,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,23
2016.03,Registered banks,221,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,..
2016.03,Registered banks,221,Financial assets Closing balance financial derivatives,LE00000,AFA0700,38952
2016.03,Registered banks,221,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,4496
2016.03,Registered banks,221,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,519812
2016.03,Registered banks,221,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2016.03,Registered banks,221,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,294261
2016.03,Registered banks,221,Financial liabilities Closing balance debt securities,LE00000,AFL0300,99520
2016.03,Registered banks,221,Financial liabilities Closing balance loans,LE00000,AFL0400,31813
2016.03,Registered banks,221,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,45334
2016.03,Registered banks,221,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,0
2016.03,Registered banks,221,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,42698
2016.03,Registered banks,221,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,6186
2016.03,Registered banks,221,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,7739
2016.03,Registered banks,221,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,2490
2016.03,Registered banks,221,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,5249
2016.03,Registered banks,221,Closing balance net worth,LE00000,B900000,-18742
2016.03,Registered banks,221,Closing balance total liabilities and net worth,LE00000,L000000,501070
2016.03,Other depository institutions,222,Closing balance total assets,LE00000,A000000,3378
2016.03,Other depository institutions,222,Financial assets Closing balance Total financial assets,LE00000,AFA0000,3234
2016.03,Other depository institutions,222,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2016.03,Other depository institutions,222,Financial assets Closing balance currency and deposits,LE00000,AFA0200,10
2016.03,Other depository institutions,222,Financial assets Closing balance debt securities,LE00000,AFA0300,..
2016.03,Other depository institutions,222,Financial assets Closing balance loans,LE00000,AFA0400,3224
2016.03,Other depository institutions,222,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,..
2016.03,Other depository institutions,222,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,..
2016.03,Other depository institutions,222,Financial assets Closing balance financial derivatives,LE00000,AFA0700,..
2016.03,Other depository institutions,222,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,..
2016.03,Other depository institutions,222,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,3378
2016.03,Other depository institutions,222,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2016.03,Other depository institutions,222,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,3566
2016.03,Other depository institutions,222,Financial liabilities Closing balance debt securities,LE00000,AFL0300,..
2016.03,Other depository institutions,222,Financial liabilities Closing balance loans,LE00000,AFL0400,..
2016.03,Other depository institutions,222,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,-188
2016.03,Other depository institutions,222,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,0
2016.03,Other depository institutions,222,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,..
2016.03,Other depository institutions,222,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,..
2016.03,Other depository institutions,222,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,144
2016.03,Other depository institutions,222,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,128
2016.03,Other depository institutions,222,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,16
2016.03,Other depository institutions,222,Closing balance net worth,LE00000,B900000,0
2016.03,Other depository institutions,222,Closing balance total liabilities and net worth,LE00000,L000000,3378
2016.03,Investment funds,231,Closing balance total assets,LE00000,A000000,85120
2016.03,Investment funds,231,Financial assets Closing balance Total financial assets,LE00000,AFA0000,84995
2016.03,Investment funds,231,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2016.03,Investment funds,231,Financial assets Closing balance currency and deposits,LE00000,AFA0200,20816
2016.03,Investment funds,231,Financial assets Closing balance debt securities,LE00000,AFA0300,27437
2016.03,Investment funds,231,Financial assets Closing balance loans,LE00000,AFA0400,47
2016.03,Investment funds,231,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,35817
2016.03,Investment funds,231,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,..
2016.03,Investment funds,231,Financial assets Closing balance financial derivatives,LE00000,AFA0700,302
2016.03,Investment funds,231,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,576
2016.03,Investment funds,231,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,85120
2016.03,Investment funds,231,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2016.03,Investment funds,231,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2016.03,Investment funds,231,Financial liabilities Closing balance debt securities,LE00000,AFL0300,0
2016.03,Investment funds,231,Financial liabilities Closing balance loans,LE00000,AFL0400,0
2016.03,Investment funds,231,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,84917
2016.03,Investment funds,231,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,0
2016.03,Investment funds,231,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,93
2016.03,Investment funds,231,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,110
2016.03,Investment funds,231,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,125
2016.03,Investment funds,231,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,125
2016.03,Investment funds,231,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,0
2016.03,Investment funds,231,Closing balance net worth,LE00000,B900000,0
2016.03,Investment funds,231,Closing balance total liabilities and net worth,LE00000,L000000,85120
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Closing balance total assets,LE00000,A000000,75263
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance Total financial assets,LE00000,AFA0000,74341
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance currency and deposits,LE00000,AFA0200,1004
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance debt securities,LE00000,AFA0300,43467
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance loans,LE00000,AFA0400,22599
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,2063
2016.03,Other financial intermediaries excluding insurance and pension funds,241,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,172
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance financial derivatives,LE00000,AFA0700,552
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,4484
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,74937
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance debt securities,LE00000,AFL0300,62729
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance loans,LE00000,AFL0400,10861
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,979
2016.03,Other financial intermediaries excluding insurance and pension funds,241,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,0
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,55
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,314
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,922
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,746
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,176
2016.03,Other financial intermediaries excluding insurance and pension funds,241,Closing balance net worth,LE00000,B900000,325
